Date,Product,Category,Region,Quantity,Revenue,Profit
2024-04-04,Laptop,Electronics,North,52,5547.33,1893.69
2024-04-05,Laptop,Home,West,46,5124.04,1357.96
2024-04-06,Air Fryer,Home,West,55,6538.05,1967.81
2024-04-07,Laptop,Home,East,66,7087.66,1580.15
2024-04-08,Air Fryer,Electronics,North,55,6963.55,2158.02
2024-04-09,Laptop,Furniture,East,48,5236.38,1380.38
2024-04-10,Air Fryer,Furniture,North,51,5873.55,1342.57
2024-04-11,Laptop,Furniture,South,40,5198.83,1708.14
2024-04-12,Desk,Electronics,South,48,5075.68,1334.54
2024-04-13,Air Fryer,Electronics,North,43,4842.23,1201.39
2024-04-14,Laptop,Furniture,East,46,5489.56,1719.27
2024-04-15,Laptop,Home,East,57,7510.73,2106.65
2024-04-16,Desk,Home,East,49,6385.9,1529.5
2024-04-17,Air Fryer,Home,North,55,7022.96,1781.08
2024-04-18,Headphones,Furniture,South,48,5549.78,1764.52
2024-04-19,Desk,Home,South,42,4522.22,1417.22
2024-04-20,Headphones,Home,West,58,6626.83,2309.32
2024-04-21,Headphones,Home,East,54,6531.0,1898.73
2024-04-22,Laptop,Electronics,North,44,4863.78,1160.1
2024-04-23,Desk,Home,South,56,6508.62,1557.84
2024-04-24,Headphones,Electronics,South,27,3113.61,881.52
2024-04-25,Headphones,Home,East,70,7759.62,2342.08
2024-04-26,Air Fryer,Electronics,West,55,6891.37,1782.07
2024-04-27,Laptop,Home,North,42,4923.1,1633.99
2024-04-28,Desk,Home,South,44,4897.26,1400.03
2024-04-29,Desk,Home,West,39,4630.61,1115.38
2024-04-30,Headphones,Home,South,62,7371.95,2171.26
2024-05-01,Laptop,Home,South,64,6387.3,1674.83
2024-05-02,Laptop,Furniture,South,42,4202.12,951.57
2024-05-03,Air Fryer,Electronics,North,53,5470.76,1808.3
2024-05-04,Air Fryer,Electronics,West,44,4782.9,1351.24
2024-05-05,Headphones,Home,West,49,5565.47,1270.24
2024-05-06,Air Fryer,Furniture,East,50,6495.86,1888.3
2024-05-07,Headphones,Electronics,North,36,3732.56,941.4
2024-05-08,Laptop,Home,East,49,5391.17,1191.73
2024-05-09,Laptop,Electronics,North,43,4827.71,1435.67
2024-05-10,Desk,Furniture,West,40,4155.95,1179.98
2024-05-11,Headphones,Electronics,South,69,7385.55,2279.97
2024-05-12,Air Fryer,Electronics,West,46,5204.29,1340.21
2024-05-13,Air Fryer,Electronics,South,33,3895.59,912.98
2024-05-14,Air Fryer,Furniture,West,55,6392.2,1565.55
2024-05-15,Air Fryer,Home,West,32,4058.46,1344.62
2024-05-16,Desk,Furniture,East,37,4219.95,1293.1
2024-05-17,Laptop,Electronics,East,59,6507.84,1492.82
2024-05-18,Air Fryer,Electronics,East,33,3753.17,830.23
2024-05-19,Desk,Home,West,42,5463.84,1444.06
2024-05-20,Laptop,Furniture,East,57,7513.3,2415.13
2024-05-21,Headphones,Furniture,North,44,5434.81,1677.5
2024-05-22,Air Fryer,Electronics,West,48,5768.11,1491.78
2024-05-23,Laptop,Furniture,East,39,4853.54,1251.64
2024-05-24,Desk,Home,East,45,4819.5,1125.46
2024-05-25,Air Fryer,Electronics,South,59,7711.33,2025.82
2024-05-26,Air Fryer,Electronics,West,46,5394.06,1680.63
2024-05-27,Desk,Electronics,West,47,5284.57,1483.6
2024-05-28,Laptop,Furniture,North,55,6322.72,1731.59
2024-05-29,Desk,Home,West,45,4934.5,1197.4
2024-05-30,Air Fryer,Furniture,South,57,5782.99,1671.9
2024-05-31,Desk,Electronics,East,48,5346.37,1604.9
2024-06-01,Laptop,Electronics,West,37,4650.01,1444.49
2024-06-02,Air Fryer,Furniture,West,53,5783.29,1908.92
2024-06-03,Air Fryer,Home,South,43,4681.55,1192.83
2024-06-04,Desk,Electronics,South,46,5085.17,1696.17
2024-06-05,Laptop,Furniture,West,46,4592.19,1164.51
2024-06-06,Desk,Electronics,West,47,5258.57,1249.99
2024-06-07,Air Fryer,Electronics,South,40,4304.35,1342.48
2024-06-08,Air Fryer,Electronics,North,53,5988.98,1418.92
2024-06-09,Headphones,Electronics,East,51,5962.8,1841.39
2024-06-10,Air Fryer,Home,South,58,6540.06,2203.35
2024-06-11,Headphones,Electronics,South,49,5478.44,1915.32
2024-06-12,Laptop,Furniture,East,49,5567.93,1561.59
2024-06-13,Headphones,Home,West,47,5314.76,1650.1
2024-06-14,Air Fryer,Home,West,41,4237.39,1260.61
2024-06-15,Headphones,Furniture,West,51,5623.12,1937.03
2024-06-16,Headphones,Home,West,41,4519.88,1148.49
2024-06-17,Air Fryer,Home,North,48,5602.03,1440.85
2024-06-18,Desk,Home,South,35,3896.96,1043.34
2024-06-19,Headphones,Furniture,South,54,6534.99,1625.7
2024-06-20,Laptop,Electronics,North,41,4741.51,1360.9
2024-06-21,Air Fryer,Home,North,50,5846.56,1774.06
2024-06-22,Headphones,Home,West,39,4738.93,1381.59
2024-06-23,Air Fryer,Furniture,East,31,3789.71,1104.6
2024-06-24,Desk,Home,North,46,4680.58,1455.61
2024-06-25,Air Fryer,Home,East,33,3990.39,1172.76
2024-06-26,Air Fryer,Home,South,39,4580.26,1555.24
2024-06-27,Air Fryer,Furniture,West,42,4676.41,1134.05
2024-06-28,Headphones,Home,West,45,5081.99,1610.06
2024-06-29,Laptop,Furniture,North,46,6203.28,1581.79
2024-06-30,Headphones,Electronics,South,45,4251.07,1219.01
2024-07-01,Desk,Home,East,39,4242.41,1300.82
2024-07-02,Air Fryer,Home,North,41,4531.35,1515.26
2024-07-03,Desk,Home,South,47,6145.41,1835.98
2024-07-04,Desk,Furniture,West,50,6157.64,1532.74
2024-07-05,Desk,Furniture,East,43,5006.63,1286.6
2024-07-06,Laptop,Furniture,North,34,3337.81,1022.41
2024-07-07,Headphones,Furniture,North,41,4165.41,1428.67
2024-07-08,Desk,Furniture,West,41,5261.99,1745.66
2024-07-09,Air Fryer,Electronics,South,44,5207.25,1310.33
2024-07-10,Laptop,Electronics,East,35,3793.53,1187.1
2024-07-11,Desk,Electronics,East,31,3708.23,1293.11
2024-07-12,Air Fryer,Home,South,39,4604.48,1080.51
2024-07-13,Air Fryer,Furniture,West,40,4412.39,1004.67
2024-07-14,Desk,Home,East,40,4604.33,1270.02
2024-07-15,Laptop,Electronics,South,43,5331.1,1547.02
2024-07-16,Laptop,Electronics,West,39,4647.33,1526.14
2024-07-17,Laptop,Home,West,46,5333.56,1579.88
2024-07-18,Headphones,Furniture,South,22,2765.47,926.31
2024-07-19,Laptop,Electronics,South,32,4217.65,1268.99
2024-07-20,Desk,Electronics,North,26,3103.6,852.57
2024-07-21,Air Fryer,Furniture,North,20,2310.54,602.78
2024-07-22,Air Fryer,Home,North,21,2486.7,784.5
2024-07-23,Desk,Electronics,East,33,4415.14,1136.23
2024-07-24,Desk,Home,South,47,5602.79,1903.71
2024-07-25,Headphones,Home,East,23,3018.81,967.88
2024-07-26,Laptop,Electronics,West,40,4100.92,958.69
2024-07-27,Desk,Furniture,North,38,4711.26,1282.82
2024-07-28,Air Fryer,Electronics,South,42,4465.75,1372.89
2024-07-29,Headphones,Home,West,41,4720.41,1535.95
2024-07-30,Laptop,Home,West,31,3740.08,1009.59
2024-07-31,Headphones,Electronics,West,43,4740.91,1080.13
2024-08-01,Desk,Electronics,East,34,3943.67,1347.61
2024-08-02,Air Fryer,Home,East,35,4453.48,1115.07
2024-08-03,Desk,Electronics,East,49,5618.03,1273.07
2024-08-04,Laptop,Electronics,East,56,6549.02,1849.31
2024-08-05,Headphones,Home,South,33,3714.67,936.16
2024-08-06,Headphones,Furniture,North,42,5158.74,1284.18
2024-08-07,Desk,Furniture,East,43,4689.12,1299.4
2024-08-08,Desk,Furniture,West,25,2947.27,750.69
2024-08-09,Air Fryer,Home,North,39,4358.79,1228.87
2024-08-10,Headphones,Home,South,23,2686.0,908.55
2024-08-11,Air Fryer,Electronics,West,26,2923.12,978.09
2024-08-12,Laptop,Home,North,26,3198.54,952.98
2024-08-13,Desk,Home,South,30,3547.62,788.12
2024-08-14,Headphones,Electronics,West,36,4094.19,1425.05
2024-08-15,Desk,Furniture,North,35,3910.1,1127.14
2024-08-16,Air Fryer,Home,East,38,4456.34,1178.57
2024-08-17,Headphones,Electronics,West,23,2688.99,616.32
2024-08-18,Laptop,Furniture,North,28,3400.55,1059.8
2024-08-19,Desk,Home,West,55,6468.36,1988.78
2024-08-20,Desk,Electronics,North,37,4615.44,1460.22
2024-08-21,Headphones,Furniture,East,46,5832.75,1429.21
2024-08-22,Headphones,Electronics,South,29,3691.96,1129.31
2024-08-23,Desk,Furniture,North,37,4565.18,1394.26
2024-08-24,Air Fryer,Home,West,38,5034.91,1542.55
2024-08-25,Air Fryer,Electronics,West,41,5029.0,1657.14
2024-08-26,Headphones,Electronics,East,24,2601.66,839.29
2024-08-27,Air Fryer,Furniture,North,40,5607.4,1898.36
2024-08-28,Air Fryer,Electronics,North,29,3088.23,790.72
2024-08-29,Headphones,Home,East,28,3173.25,1039.68
2024-08-30,Laptop,Home,North,37,4272.68,1457.7
2024-08-31,Desk,Electronics,North,31,3731.17,917.0
2024-09-01,Desk,Electronics,North,32,3382.22,993.74
2024-09-02,Headphones,Electronics,North,27,3266.73,985.94
2024-09-03,Headphones,Electronics,West,25,2931.94,850.2
2024-09-04,Air Fryer,Home,East,37,3961.11,1123.59
2024-09-05,Headphones,Electronics,West,24,2876.34,753.32
2024-09-06,Laptop,Furniture,East,34,4094.3,1399.98
2024-09-07,Laptop,Electronics,West,34,4013.3,1034.64
2024-09-08,Laptop,Electronics,South,46,5496.74,1257.86
2024-09-09,Desk,Electronics,East,22,2625.91,585.32
2024-09-10,Laptop,Home,South,29,3697.87,1208.06
2024-09-11,Air Fryer,Furniture,East,36,4152.75,994.86
2024-09-12,Laptop,Furniture,East,23,2556.6,733.59
2024-09-13,Headphones,Electronics,North,34,3969.95,996.41
2024-09-14,Headphones,Furniture,East,28,3006.27,940.01
2024-09-15,Air Fryer,Electronics,East,24,2740.74,740.05
2024-09-16,Desk,Furniture,South,37,4190.04,1164.83
2024-09-17,Laptop,Furniture,East,27,3356.89,836.65
2024-09-18,Desk,Electronics,East,26,3409.2,865.56
2024-09-19,Desk,Electronics,East,37,4270.13,1366.02
2024-09-20,Desk,Home,South,27,2879.68,851.35
2024-09-21,Air Fryer,Electronics,North,24,2967.63,984.55
2024-09-22,Headphones,Furniture,West,22,2568.41,663.33
2024-09-23,Laptop,Home,South,41,4561.18,1045.08
2024-09-24,Desk,Furniture,West,40,4915.77,1285.21
2024-09-25,Air Fryer,Electronics,East,27,2943.14,730.74
2024-09-26,Headphones,Furniture,North,23,2167.05,652.24
2024-09-27,Headphones,Home,South,37,4211.64,948.12
2024-09-28,Laptop,Furniture,North,25,2865.62,649.56
2024-09-29,Laptop,Home,West,26,2782.64,632.96
2024-09-30,Air Fryer,Electronics,North,26,2836.45,961.72
2024-10-01,Air Fryer,Electronics,West,22,2322.91,663.77
2024-10-02,Laptop,Furniture,South,41,4508.65,1022.11
2024-10-03,Headphones,Furniture,South,16,1674.87,456.67
2024-10-04,Laptop,Home,North,34,4117.41,1343.15
2024-10-05,Headphones,Furniture,South,40,4709.7,1123.79
2024-10-06,Desk,Home,North,37,4350.64,1205.44
2024-10-07,Laptop,Home,West,32,4058.19,1329.34
2024-10-08,Laptop,Furniture,East,37,3938.29,1164.32
2024-10-09,Headphones,Home,South,17,2047.65,467.87
2024-10-10,Laptop,Home,West,31,3631.07,876.24
2024-10-11,Laptop,Furniture,South,39,4298.27,1256.36
2024-10-12,Desk,Furniture,East,29,3312.73,735.65
2024-10-13,Headphones,Home,West,28,3054.07,689.27
2024-10-14,Air Fryer,Furniture,South,28,3567.79,1127.49
2024-10-15,Desk,Electronics,West,19,2579.92,607.29
2024-10-16,Desk,Furniture,North,45,5504.89,1478.44
2024-10-17,Air Fryer,Furniture,South,36,3881.59,1214.68
2024-10-18,Desk,Home,East,31,3812.07,1267.32
2024-10-19,Laptop,Home,North,22,2734.93,789.92
2024-10-20,Air Fryer,Furniture,East,32,3481.51,1068.36
2024-10-21,Headphones,Electronics,South,41,4483.87,1009.65
2024-10-22,Laptop,Electronics,South,40,4426.77,1186.35
2024-10-23,Desk,Furniture,South,40,5278.14,1497.13
2024-10-24,Laptop,Furniture,South,31,3661.4,1104.68
2024-10-25,Air Fryer,Furniture,West,26,2846.97,892.36
2024-10-26,Air Fryer,Furniture,West,31,3859.21,1311.5
2024-10-27,Desk,Home,North,18,2194.45,649.08
2024-10-28,Air Fryer,Furniture,North,27,3262.03,882.29
2024-10-29,Air Fryer,Electronics,South,33,3405.25,825.64
2024-10-30,Desk,Furniture,North,33,4334.39,1490.62
2024-10-31,Headphones,Furniture,South,32,3927.28,1104.23
2024-11-01,Air Fryer,Furniture,West,53,6312.86,1525.47
2024-11-02,Laptop,Home,North,35,4535.89,1460.39
2024-11-03,Air Fryer,Home,North,47,5268.84,1390.83
2024-11-04,Desk,Furniture,East,47,5386.92,1721.81
2024-11-05,Desk,Furniture,West,49,4810.82,1480.69
2024-11-06,Air Fryer,Furniture,East,40,4560.68,1164.9
2024-11-07,Headphones,Home,West,41,5376.19,1381.05
2024-11-08,Headphones,Home,North,50,5935.62,1571.32
2024-11-09,Air Fryer,Electronics,East,39,4130.92,1430.89
2024-11-10,Air Fryer,Electronics,East,50,5741.0,1620.72
2024-11-11,Air Fryer,Electronics,West,52,5395.99,1774.31
2024-11-12,Headphones,Furniture,South,43,4911.25,1437.33
2024-11-13,Laptop,Electronics,West,56,5306.74,1668.67
2024-11-14,Air Fryer,Home,North,45,5436.49,1538.61
2024-11-15,Headphones,Electronics,South,46,5221.47,1359.03
2024-11-16,Laptop,Home,North,42,4846.46,1100.16
2024-11-17,Headphones,Home,West,45,5123.88,1587.94
2024-11-18,Headphones,Home,South,35,4333.43,1258.6
2024-11-19,Headphones,Electronics,South,46,5382.23,1369.95
2024-11-20,Air Fryer,Electronics,East,62,6020.15,1817.77
2024-11-21,Air Fryer,Electronics,East,38,3953.41,1183.88
2024-11-22,Air Fryer,Electronics,North,51,5896.07,1998.88
2024-11-23,Headphones,Electronics,East,56,6635.25,1898.57
2024-11-24,Desk,Furniture,North,53,5670.14,1281.25
2024-11-25,Air Fryer,Furniture,South,42,4703.5,1086.18
2024-11-26,Headphones,Furniture,West,55,6329.06,1695.58
2024-11-27,Headphones,Home,North,73,8979.96,2470.6
2024-11-28,Laptop,Home,South,46,5355.58,1696.72
2024-11-29,Desk,Electronics,North,63,7118.37,1757.11
2024-11-30,Air Fryer,Electronics,South,45,5420.67,1814.07
2024-12-01,Desk,Electronics,North,55,6630.64,2188.56
2024-12-02,Laptop,Furniture,North,48,4998.66,1245.62
2024-12-03,Desk,Furniture,West,54,6254.08,1718.35
2024-12-04,Desk,Home,South,45,4923.35,1158.07
2024-12-05,Laptop,Electronics,North,43,4497.09,1207.62
2024-12-06,Desk,Furniture,South,54,6537.62,1989.18
2024-12-07,Headphones,Home,East,46,4882.32,1585.82
2024-12-08,Headphones,Furniture,South,43,4897.69,1513.99
2024-12-09,Laptop,Home,South,38,4081.54,1382.12
2024-12-10,Air Fryer,Electronics,West,57,7007.7,1938.94
2024-12-11,Headphones,Home,South,46,5196.94,1172.22
2024-12-12,Air Fryer,Home,North,53,5957.49,1948.54
2024-12-13,Desk,Home,North,55,6521.68,1959.36
2024-12-14,Desk,Home,North,60,7377.34,2161.76
2024-12-15,Desk,Electronics,North,51,5462.77,1328.23
2024-12-16,Desk,Home,West,66,7436.5,2260.61
2024-12-17,Headphones,Home,East,44,5207.09,1146.35
2024-12-18,Laptop,Home,West,54,6114.3,1811.62
2024-12-19,Headphones,Home,East,43,5272.43,1590.54
2024-12-20,Headphones,Furniture,South,57,6660.18,2019.59
2024-12-21,Desk,Furniture,South,58,6340.3,1541.82
2024-12-22,Headphones,Furniture,West,49,5363.55,1854.71
2024-12-23,Laptop,Furniture,West,51,5987.25,1769.19
2024-12-24,Air Fryer,Furniture,North,59,7079.46,2391.31
2024-12-25,Air Fryer,Furniture,North,51,6514.24,1688.32
2024-12-26,Headphones,Electronics,South,59,7003.44,2376.73
2024-12-27,Laptop,Furniture,South,56,6401.01,1573.33
2024-12-28,Desk,Electronics,South,53,6205.17,1957.11
2024-12-29,Headphones,Home,East,40,4808.61,1242.71
2024-12-30,Desk,Electronics,North,46,4838.92,1446.77
2024-12-31,Air Fryer,Electronics,East,54,6635.69,2274.82
2025-01-01,Headphones,Furniture,North,36,3882.02,1271.45
2025-01-02,Headphones,Furniture,South,43,5167.41,1730.66
2025-01-03,Laptop,Home,South,30,3297.36,766.74
2025-01-04,Desk,Furniture,South,38,4736.21,1145.09
2025-01-05,Laptop,Electronics,South,39,4733.33,1497.26
2025-01-06,Headphones,Home,South,31,3629.13,862.13
2025-01-07,Air Fryer,Electronics,North,54,6027.0,1578.69
2025-01-08,Laptop,Electronics,North,54,6356.39,1568.75
2025-01-09,Headphones,Electronics,West,43,5479.6,1892.22
2025-01-10,Desk,Home,North,38,4772.2,1518.74
2025-01-11,Laptop,Home,North,32,3395.74,1098.06
2025-01-12,Laptop,Home,East,53,6662.7,2030.11
2025-01-13,Air Fryer,Home,North,38,4812.04,1489.67
2025-01-14,Air Fryer,Home,North,41,4055.29,1370.24
2025-01-15,Desk,Home,South,45,4886.41,1436.67
2025-01-16,Air Fryer,Home,North,36,3875.63,1307.94
2025-01-17,Air Fryer,Furniture,East,48,6185.17,2156.66
2025-01-18,Headphones,Electronics,North,45,5144.78,1149.04
2025-01-19,Headphones,Electronics,East,41,4673.24,1255.94
2025-01-20,Desk,Furniture,South,43,5288.74,1164.14
2025-01-21,Desk,Furniture,South,37,4009.33,1326.41
2025-01-22,Air Fryer,Home,South,39,4153.85,992.3
2025-01-23,Air Fryer,Home,East,59,6800.24,2064.87
2025-01-24,Headphones,Home,South,46,5067.78,1196.62
2025-01-25,Headphones,Furniture,East,52,5535.03,1681.95
2025-01-26,Headphones,Home,South,65,7010.75,1544.83
2025-01-27,Air Fryer,Home,North,36,4257.54,1149.06
2025-01-28,Air Fryer,Home,South,48,5691.12,1613.02
2025-01-29,Desk,Furniture,West,48,5098.19,1458.7
2025-01-30,Desk,Home,North,43,4978.58,1683.65
2025-01-31,Desk,Home,West,43,5082.72,1727.71
2025-02-01,Headphones,Furniture,South,50,5780.93,1285.61
2025-02-02,Desk,Home,North,52,5682.98,1924.62
2025-02-03,Air Fryer,Furniture,West,55,6317.52,1533.07
2025-02-04,Headphones,Home,North,45,5244.92,1157.41
2025-02-05,Headphones,Furniture,North,31,3645.12,1091.07
2025-02-06,Air Fryer,Home,West,39,3962.75,1000.34
2025-02-07,Laptop,Home,East,37,4288.72,1276.58
2025-02-08,Headphones,Home,West,53,6016.87,1795.51
2025-02-09,Air Fryer,Electronics,South,47,5260.32,1526.36
2025-02-10,Desk,Home,North,49,5392.58,1877.28
2025-02-11,Desk,Electronics,East,39,4200.1,1145.06
2025-02-12,Air Fryer,Home,West,29,3418.84,1155.94
2025-02-13,Laptop,Home,South,43,5093.82,1613.4
2025-02-14,Laptop,Electronics,North,56,7122.64,2175.99
2025-02-15,Air Fryer,Electronics,South,60,6804.71,2330.44
2025-02-16,Air Fryer,Furniture,West,45,5705.44,1412.05
2025-02-17,Laptop,Home,South,41,5297.88,1372.46
2025-02-18,Air Fryer,Electronics,South,48,5482.62,1321.01
2025-02-19,Air Fryer,Electronics,North,45,5295.21,1573.38
2025-02-20,Laptop,Home,South,59,6961.25,1878.31
2025-02-21,Laptop,Home,East,52,6432.54,1624.01
2025-02-22,Headphones,Furniture,East,63,7922.69,2025.0
2025-02-23,Laptop,Electronics,East,46,5614.78,1542.46
2025-02-24,Air Fryer,Electronics,West,34,4004.73,1125.11
2025-02-25,Desk,Electronics,North,39,4808.65,1650.75
2025-02-26,Laptop,Electronics,North,43,4741.58,1183.33
2025-02-27,Air Fryer,Furniture,South,35,4147.46,1387.59
2025-02-28,Headphones,Furniture,East,44,5181.86,1784.14
2025-03-01,Air Fryer,Electronics,North,52,5568.75,1316.1
2025-03-02,Laptop,Furniture,North,57,7336.15,2191.0
2025-03-03,Desk,Electronics,East,32,3647.0,895.1
2025-03-04,Desk,Electronics,South,54,5892.87,1533.54
2025-03-05,Laptop,Home,West,56,5760.19,1574.62
2025-03-06,Headphones,Furniture,West,54,6146.65,2025.02
2025-03-07,Laptop,Home,South,53,5661.4,1585.98
2025-03-08,Desk,Furniture,North,37,3966.32,1383.31
2025-03-09,Laptop,Home,West,55,6634.38,2158.15
2025-03-10,Headphones,Furniture,South,51,5516.46,1610.15
2025-03-11,Headphones,Furniture,West,52,5547.62,1832.42
2025-03-12,Headphones,Furniture,West,48,5355.51,1580.85
2025-03-13,Laptop,Electronics,North,50,5799.29,1642.66
2025-03-14,Desk,Home,North,42,4406.88,1056.75
2025-03-15,Air Fryer,Furniture,North,52,6587.19,1514.59
2025-03-16,Headphones,Home,West,39,4305.22,993.02
2025-03-17,Air Fryer,Electronics,North,56,6755.88,1600.95
2025-03-18,Laptop,Electronics,East,51,6138.89,1589.15
2025-03-19,Headphones,Home,East,52,5659.71,1266.24
2025-03-20,Laptop,Furniture,South,34,3850.74,1156.94
2025-03-21,Laptop,Electronics,East,41,4709.11,1315.85
2025-03-22,Headphones,Electronics,East,51,5712.87,1702.95
2025-03-23,Air Fryer,Furniture,North,46,5109.69,1663.88
2025-03-24,Headphones,Home,South,52,5384.45,1748.44
2025-03-25,Headphones,Home,South,48,4950.56,1510.85
2025-03-26,Air Fryer,Furniture,North,39,4500.8,1439.31
2025-03-27,Headphones,Electronics,North,46,4974.42,1248.93
2025-03-28,Headphones,Electronics,West,37,4127.23,1139.82
2025-03-29,Headphones,Electronics,East,52,5628.57,1318.07
2025-03-30,Air Fryer,Electronics,East,40,4247.65,1119.81
2025-03-31,Air Fryer,Furniture,East,49,5765.84,1321.66
2025-04-01,Laptop,Home,South,55,6029.93,1571.9
2025-04-02,Desk,Home,South,58,7194.16,2037.21
2025-04-03,Laptop,Furniture,North,29,3528.69,1199.73
2025-04-04,Desk,Furniture,North,48,4985.8,1688.47
2025-04-05,Air Fryer,Home,South,46,4957.34,1323.71
2025-04-06,Air Fryer,Home,East,67,7732.15,1785.12
2025-04-07,Headphones,Home,East,39,4971.4,1272.41
2025-04-08,Headphones,Electronics,South,48,4914.36,1201.97
2025-04-09,Air Fryer,Electronics,West,64,7715.96,2474.86
2025-04-10,Air Fryer,Furniture,South,48,5200.92,1153.76
2025-04-11,Headphones,Home,South,50,6776.35,2023.07
2025-04-12,Desk,Electronics,South,55,5785.66,1399.86
2025-04-13,Desk,Furniture,East,55,5807.74,1658.6
2025-04-14,Laptop,Furniture,South,54,6375.14,2081.73
2025-04-15,Air Fryer,Home,North,58,6285.41,2161.68
2025-04-16,Headphones,Furniture,North,43,5315.54,1796.91
2025-04-17,Air Fryer,Furniture,East,56,6787.66,1665.9
2025-04-18,Laptop,Furniture,East,56,7127.35,1755.19
2025-04-19,Headphones,Furniture,West,52,6398.58,2137.8
2025-04-20,Headphones,Electronics,North,42,5163.05,1279.4
2025-04-21,Headphones,Furniture,North,59,6299.4,1773.39
2025-04-22,Headphones,Electronics,North,47,5848.06,1535.8
2025-04-23,Laptop,Home,East,32,3758.86,901.06
2025-04-24,Desk,Furniture,North,55,5974.89,1679.52
2025-04-25,Headphones,Electronics,West,45,6000.28,1587.15
2025-04-26,Air Fryer,Home,East,58,5751.62,1522.76
2025-04-27,Air Fryer,Home,West,53,6578.13,2002.02
2025-04-28,Air Fryer,Furniture,East,28,3265.83,1019.86
2025-04-29,Laptop,Electronics,East,39,5022.85,1345.33
2025-04-30,Desk,Furniture,West,40,4469.62,1026.14
2025-05-01,Air Fryer,Home,East,53,6192.2,1384.25
2025-05-02,Desk,Furniture,East,60,6990.12,1865.86
2025-05-03,Headphones,Furniture,North,57,6417.87,1640.47
2025-05-04,Desk,Home,West,55,6128.06,1696.82
2025-05-05,Headphones,Electronics,East,42,4650.92,1539.19
2025-05-06,Air Fryer,Furniture,East,44,5185.66,1162.6
2025-05-07,Laptop,Electronics,North,44,5001.43,1656.56
2025-05-08,Desk,Furniture,West,52,6560.08,1677.9
2025-05-09,Headphones,Electronics,East,50,5803.27,1288.67
2025-05-10,Laptop,Home,East,53,5420.61,1253.8
2025-05-11,Desk,Furniture,East,62,7586.6,2466.22
2025-05-12,Air Fryer,Home,East,50,5965.46,1713.14
2025-05-13,Desk,Electronics,North,38,4435.48,1007.25
2025-05-14,Desk,Electronics,West,42,4908.97,1112.45
2025-05-15,Laptop,Home,East,65,7581.66,2221.23
2025-05-16,Air Fryer,Furniture,East,48,4861.7,1229.21
2025-05-17,Headphones,Home,South,58,6988.7,1540.89
2025-05-18,Desk,Furniture,North,47,5635.43,1359.14
2025-05-19,Desk,Home,East,34,3634.71,1209.16
2025-05-20,Laptop,Electronics,West,57,6463.73,2164.85
2025-05-21,Laptop,Furniture,East,44,5527.65,1859.27
2025-05-22,Air Fryer,Furniture,East,51,5283.34,1302.97
2025-05-23,Air Fryer,Home,North,44,5015.18,1332.72
2025-05-24,Air Fryer,Home,East,53,6632.81,1697.79
2025-05-25,Air Fryer,Home,East,45,4992.43,1584.04
2025-05-26,Headphones,Home,East,39,4637.07,1081.37
2025-05-27,Air Fryer,Furniture,West,43,4775.99,1183.03
2025-05-28,Air Fryer,Furniture,North,61,6451.12,1731.88
2025-05-29,Air Fryer,Electronics,North,53,6362.23,1634.01
2025-05-30,Desk,Furniture,East,49,5234.23,1320.96
2025-05-31,Air Fryer,Home,East,37,4113.25,1209.4
2025-06-01,Air Fryer,Furniture,South,44,5258.06,1293.52
2025-06-02,Headphones,Electronics,East,38,3822.36,1109.3
2025-06-03,Desk,Electronics,West,42,5136.29,1351.76
2025-06-04,Desk,Electronics,North,58,7284.85,1747.45
2025-06-05,Laptop,Electronics,East,39,4547.4,1507.13
2025-06-06,Laptop,Furniture,North,35,3784.28,886.56
2025-06-07,Laptop,Home,West,46,5380.07,1572.34
2025-06-08,Desk,Home,West,45,5969.42,1545.47
2025-06-09,Desk,Electronics,West,50,5425.42,1286.69
2025-06-10,Laptop,Electronics,West,48,5385.82,1215.85
2025-06-11,Laptop,Furniture,West,56,6764.53,1612.14
2025-06-12,Air Fryer,Furniture,East,51,5490.9,1642.07
2025-06-13,Laptop,Electronics,East,52,5537.05,1325.17
2025-06-14,Air Fryer,Home,South,44,5024.66,1487.77
2025-06-15,Air Fryer,Electronics,East,47,6018.13,1413.17
2025-06-16,Headphones,Electronics,South,38,4546.16,1406.69
2025-06-17,Laptop,Home,North,47,5515.04,1604.89
2025-06-18,Air Fryer,Home,South,41,5482.46,1373.91
2025-06-19,Headphones,Furniture,West,52,5913.75,1931.02
2025-06-20,Laptop,Furniture,North,51,6436.16,2154.19
2025-06-21,Desk,Furniture,East,35,4072.05,1056.02
2025-06-22,Headphones,Electronics,North,49,6054.33,1910.39
2025-06-23,Headphones,Furniture,South,39,4164.97,925.46
2025-06-24,Headphones,Furniture,East,43,5044.66,1533.76
2025-06-25,Laptop,Electronics,East,40,4601.3,1160.1
2025-06-26,Laptop,Home,East,39,4455.77,1059.69
2025-06-27,Laptop,Electronics,West,30,3377.53,872.34
2025-06-28,Air Fryer,Electronics,South,52,6186.52,1965.72
2025-06-29,Laptop,Furniture,West,34,3782.93,1091.71
2025-06-30,Desk,Furniture,West,41,4921.8,1432.08
2025-07-01,Headphones,Furniture,South,44,4867.7,1349.74
2025-07-02,Desk,Furniture,East,40,4466.96,1562.83
2025-07-03,Headphones,Electronics,East,40,4684.96,1073.87
2025-07-04,Laptop,Electronics,South,49,5882.82,1762.31
2025-07-05,Headphones,Electronics,East,49,5573.9,1891.91
