Date,Revenue,Quantity,Profit
2025-01-11,3395.74,32,1098.06
2025-01-12,6662.7,53,2030.11
2025-01-13,4812.04,38,1489.67
2025-01-14,4055.29,41,1370.24
2025-01-15,4886.41,45,1436.67
2025-01-16,3875.63,36,1307.94
2025-01-17,6185.17,48,2156.66
2025-01-18,5144.78,45,1149.04
2025-01-19,4673.24,41,1255.94
2025-01-20,5288.74,43,1164.14
2025-01-21,4009.33,37,1326.41
2025-01-22,4153.85,39,992.3
2025-01-23,6800.24,59,2064.87
2025-01-24,5067.78,46,1196.62
2025-01-25,5535.03,52,1681.95
2025-01-26,7010.75,65,1544.83
2025-01-27,4257.54,36,1149.06
2025-01-28,5691.12,48,1613.02
2025-01-29,5098.19,48,1458.7
2025-01-30,4978.58,43,1683.65
2025-01-31,5082.72,43,1727.71
2025-02-01,5780.93,50,1285.61
2025-02-02,5682.98,52,1924.62
2025-02-03,6317.52,55,1533.07
2025-02-04,5244.92,45,1157.41
2025-02-05,3645.12,31,1091.07
2025-02-06,3962.75,39,1000.34
2025-02-07,4288.72,37,1276.58
2025-02-08,6016.87,53,1795.51
2025-02-09,5260.32,47,1526.36
2025-02-10,5392.58,49,1877.28
2025-02-11,4200.1,39,1145.06
2025-02-12,3418.84,29,1155.94
2025-02-13,5093.82,43,1613.4
2025-02-14,7122.64,56,2175.99
2025-02-15,6804.71,60,2330.44
2025-02-16,5705.44,45,1412.05
2025-02-17,5297.88,41,1372.46
2025-02-18,5482.62,48,1321.01
2025-02-19,5295.21,45,1573.38
2025-02-20,6961.25,59,1878.31
2025-02-21,6432.54,52,1624.01
2025-02-22,7922.69,63,2025.0
2025-02-23,5614.78,46,1542.46
2025-02-24,4004.73,34,1125.11
2025-02-25,4808.65,39,1650.75
2025-02-26,4741.58,43,1183.33
2025-02-27,4147.46,35,1387.59
2025-02-28,5181.86,44,1784.14
2025-03-01,5568.75,52,1316.1
2025-03-02,7336.15,57,2191.0
2025-03-03,3647.0,32,895.1
2025-03-04,5892.87,54,1533.54
2025-03-05,5760.19,56,1574.62
2025-03-06,6146.65,54,2025.02
2025-03-07,5661.4,53,1585.98
2025-03-08,3966.32,37,1383.31
2025-03-09,6634.38,55,2158.15
2025-03-10,5516.46,51,1610.15
2025-03-11,5547.62,52,1832.42
2025-03-12,5355.51,48,1580.85
2025-03-13,5799.29,50,1642.66
2025-03-14,4406.88,42,1056.75
2025-03-15,6587.19,52,1514.59
2025-03-16,4305.22,39,993.02
2025-03-17,6755.88,56,1600.95
2025-03-18,6138.89,51,1589.15
2025-03-19,5659.71,52,1266.24
2025-03-20,3850.74,34,1156.94
2025-03-21,4709.11,41,1315.85
2025-03-22,5712.87,51,1702.95
2025-03-23,5109.69,46,1663.88
2025-03-24,5384.45,52,1748.44
2025-03-25,4950.56,48,1510.85
2025-03-26,4500.8,39,1439.31
2025-03-27,4974.42,46,1248.93
2025-03-28,4127.23,37,1139.82
2025-03-29,5628.57,52,1318.07
2025-03-30,4247.65,40,1119.81
2025-03-31,5765.84,49,1321.66
2025-04-01,6029.93,55,1571.9
2025-04-02,7194.16,58,2037.21
2025-04-03,3528.69,29,1199.73
2025-04-04,4985.8,48,1688.47
2025-04-05,4957.34,46,1323.71
2025-04-06,7732.15,67,1785.12
2025-04-07,4971.4,39,1272.41
2025-04-08,4914.36,48,1201.97
2025-04-09,7715.96,64,2474.86
2025-04-10,5200.92,48,1153.76
2025-04-11,6776.35,50,2023.07
2025-04-12,5785.66,55,1399.86
2025-04-13,5807.74,55,1658.6
2025-04-14,6375.14,54,2081.73
2025-04-15,6285.41,58,2161.68
2025-04-16,5315.54,43,1796.91
2025-04-17,6787.66,56,1665.9
2025-04-18,7127.35,56,1755.19
2025-04-19,6398.58,52,2137.8
2025-04-20,5163.05,42,1279.4
2025-04-21,6299.4,59,1773.39
2025-04-22,5848.06,47,1535.8
2025-04-23,3758.86,32,901.06
2025-04-24,5974.89,55,1679.52
2025-04-25,6000.28,45,1587.15
2025-04-26,5751.62,58,1522.76
2025-04-27,6578.13,53,2002.02
2025-04-28,3265.83,28,1019.86
2025-04-29,5022.85,39,1345.33
2025-04-30,4469.62,40,1026.14
2025-05-01,6192.2,53,1384.25
2025-05-02,6990.12,60,1865.86
2025-05-03,6417.87,57,1640.47
2025-05-04,6128.06,55,1696.82
2025-05-05,4650.92,42,1539.19
2025-05-06,5185.66,44,1162.6
2025-05-07,5001.43,44,1656.56
2025-05-08,6560.08,52,1677.9
2025-05-09,5803.27,50,1288.67
2025-05-10,5420.61,53,1253.8
2025-05-11,7586.6,62,2466.22
2025-05-12,5965.46,50,1713.14
2025-05-13,4435.48,38,1007.25
2025-05-14,4908.97,42,1112.45
2025-05-15,7581.66,65,2221.23
2025-05-16,4861.7,48,1229.21
2025-05-17,6988.7,58,1540.89
2025-05-18,5635.43,47,1359.14
2025-05-19,3634.71,34,1209.16
2025-05-20,6463.73,57,2164.85
2025-05-21,5527.65,44,1859.27
2025-05-22,5283.34,51,1302.97
2025-05-23,5015.18,44,1332.72
2025-05-24,6632.81,53,1697.79
2025-05-25,4992.43,45,1584.04
2025-05-26,4637.07,39,1081.37
2025-05-27,4775.99,43,1183.03
2025-05-28,6451.12,61,1731.88
2025-05-29,6362.23,53,1634.01
2025-05-30,5234.23,49,1320.96
2025-05-31,4113.25,37,1209.4
2025-06-01,5258.06,44,1293.52
2025-06-02,3822.36,38,1109.3
2025-06-03,5136.29,42,1351.76
2025-06-04,7284.85,58,1747.45
2025-06-05,4547.4,39,1507.13
2025-06-06,3784.28,35,886.56
2025-06-07,5380.07,46,1572.34
2025-06-08,5969.42,45,1545.47
2025-06-09,5425.42,50,1286.69
2025-06-10,5385.82,48,1215.85
2025-06-11,6764.53,56,1612.14
2025-06-12,5490.9,51,1642.07
2025-06-13,5537.05,52,1325.17
2025-06-14,5024.66,44,1487.77
2025-06-15,6018.13,47,1413.17
2025-06-16,4546.16,38,1406.69
2025-06-17,5515.04,47,1604.89
2025-06-18,5482.46,41,1373.91
2025-06-19,5913.75,52,1931.02
2025-06-20,6436.16,51,2154.19
2025-06-21,4072.05,35,1056.02
2025-06-22,6054.33,49,1910.39
2025-06-23,4164.97,39,925.46
2025-06-24,5044.66,43,1533.76
2025-06-25,4601.3,40,1160.1
2025-06-26,4455.77,39,1059.69
2025-06-27,3377.53,30,872.34
2025-06-28,6186.52,52,1965.72
2025-06-29,3782.93,34,1091.71
2025-06-30,4921.8,41,1432.08
2025-07-01,4867.7,44,1349.74
2025-07-02,4466.96,40,1562.83
2025-07-03,4684.96,40,1073.87
2025-07-04,5882.82,49,1762.31
2025-07-05,5573.9,49,1891.91
2025-07-06,5177.04,43,1713.88
2025-07-07,7415.07,59,1902.36
2025-07-08,3986.58,33,1034.55
2025-07-09,5035.84,51,1690.65
2025-07-10,3963.7,35,975.86
2025-07-11,6294.94,48,1568.77
2025-07-12,3578.36,30,880.72
2025-07-13,7249.33,60,1760.74
2025-07-14,3359.95,30,930.78
2025-07-15,4770.02,37,1260.46
2025-07-16,5345.49,44,1512.23
2025-07-17,5252.93,45,1403.15
2025-07-18,4332.63,40,1343.76
2025-07-19,5432.84,46,1405.67
2025-07-20,6021.83,53,2066.72
2025-07-21,5704.07,44,1467.59
2025-07-22,5087.92,45,1129.82
2025-07-23,5258.55,41,1722.77
2025-07-24,5245.92,47,1750.82
2025-07-25,4696.44,42,1073.7
2025-07-26,3938.21,38,1324.43
2025-07-27,4090.78,33,1011.97
2025-07-28,3915.06,34,1309.88
2025-07-29,4782.59,43,1090.98
2025-07-30,2044.61,18,581.32
2025-07-31,3450.52,30,893.16
2025-08-01,5031.86,43,1758.59
2025-08-02,3515.71,34,952.55
2025-08-03,5099.92,38,1658.6
2025-08-04,3692.71,32,1240.95
2025-08-05,3272.2,32,816.15
2025-08-06,4256.55,40,1228.16
2025-08-07,4888.29,41,1166.49
2025-08-08,5120.09,44,1697.38
2025-08-09,2051.72,19,675.09
2025-08-10,4061.75,35,1352.07
2025-08-11,3607.64,37,1222.26
2025-08-12,3643.37,32,1178.23
2025-08-13,3525.21,33,827.22
2025-08-14,1907.79,19,536.18
2025-08-15,4984.34,42,1147.78
2025-08-16,2318.02,22,772.75
2025-08-17,2538.95,24,748.73
2025-08-18,3900.76,32,901.09
2025-08-19,3763.45,35,1266.87
2025-08-20,3458.71,30,813.06
2025-08-21,3070.14,26,1038.72
2025-08-22,4376.99,35,1429.06
2025-08-23,4220.43,35,1385.05
2025-08-24,3017.08,30,1013.77
2025-08-25,2893.11,26,945.73
2025-08-26,4329.56,39,1107.79
2025-08-27,2217.55,20,501.5
2025-08-28,3964.79,35,1374.01
2025-08-29,4451.02,39,1426.6
2025-08-30,3532.41,30,1091.28
2025-08-31,2626.43,23,599.54
2025-09-01,3704.11,30,1012.19
2025-09-02,3287.31,29,928.37
2025-09-03,4437.21,38,1022.38
2025-09-04,3866.9,35,1296.09
2025-09-05,4410.82,35,1516.23
2025-09-06,2165.72,20,557.53
2025-09-07,3268.89,28,898.8
2025-09-08,3274.88,26,968.92
2025-09-09,4865.72,43,1310.3
2025-09-10,4357.57,38,1350.54
2025-09-11,4102.2,35,974.81
2025-09-12,4184.17,36,1080.45
2025-09-13,2691.2,25,609.47
2025-09-14,2137.27,20,614.12
2025-09-15,4961.47,41,1484.39
2025-09-16,4537.54,41,1038.63
2025-09-17,4420.09,38,1458.37
2025-09-18,3259.39,31,719.57
2025-09-19,5104.23,43,1773.46
2025-09-20,3805.73,32,1275.48
2025-09-21,3439.95,29,821.35
2025-09-22,3936.41,36,998.03
2025-09-23,4067.5,37,1236.45
2025-09-24,4107.86,36,1297.04
2025-09-25,4063.19,32,1059.75
2025-09-26,3668.88,31,1060.4
2025-09-27,3857.74,30,1269.51
2025-09-28,3142.97,24,1071.44
2025-09-29,5028.43,47,1365.53
2025-09-30,4423.14,34,1371.18
2025-10-01,4606.63,41,1424.07
2025-10-02,3216.73,28,912.91
2025-10-03,4330.15,40,990.37
2025-10-04,2663.77,23,713.49
2025-10-05,3894.49,38,1304.82
2025-10-06,3445.03,30,1044.63
2025-10-07,2383.31,20,754.34
2025-10-08,3032.17,26,1004.91
2025-10-09,3785.58,33,996.68
2025-10-10,2511.95,24,758.19
2025-10-11,4563.36,37,1289.76
2025-10-12,4917.87,39,1644.42
2025-10-13,2765.1,23,738.49
2025-10-14,3417.92,34,1162.04
2025-10-15,5683.15,50,1316.86
2025-10-16,1710.59,14,441.58
2025-10-17,4061.4,35,1016.59
2025-10-18,3003.41,31,921.53
2025-10-19,3112.65,27,796.51
2025-10-20,5179.87,46,1684.07
2025-10-21,1297.13,12,401.25
2025-10-22,3444.28,35,880.21
2025-10-23,4117.86,38,1093.25
2025-10-24,3880.04,38,1293.22
2025-10-25,3833.66,33,1179.71
2025-10-26,5190.98,46,1722.0
2025-10-27,4561.6,38,1312.59
2025-10-28,3691.04,37,892.5
2025-10-29,3873.42,33,1033.45
2025-10-30,3378.43,29,824.33
2025-10-31,4265.48,38,1485.74
2025-11-01,3642.74,36,880.09
2025-11-02,4829.76,40,1121.91
2025-11-03,6053.72,55,2050.22
2025-11-04,5676.09,51,1536.94
2025-11-05,5593.68,47,1827.04
2025-11-06,5175.01,43,1492.29
2025-11-07,4813.22,40,1666.41
2025-11-08,6034.78,59,1834.18
2025-11-09,4025.47,32,899.79
2025-11-10,5427.21,51,1888.5
2025-11-11,4020.7,36,1322.05
2025-11-12,5426.71,45,1365.83
2025-11-13,5458.4,43,1418.52
2025-11-14,5476.62,52,1868.61
2025-11-15,5619.97,50,1455.09
2025-11-16,5549.1,45,1759.18
2025-11-17,5881.93,51,1630.65
2025-11-18,3462.03,32,1174.24
2025-11-19,5943.8,54,1853.37
2025-11-20,4018.18,34,1297.06
2025-11-21,4818.41,41,1438.11
2025-11-22,7264.47,58,2015.02
2025-11-23,6157.14,60,1623.63
2025-11-24,6042.68,56,1653.67
2025-11-25,5677.68,50,1815.56
2025-11-26,5508.91,52,1668.04
2025-11-27,3743.63,36,1104.05
2025-11-28,6173.04,51,2086.87
2025-11-29,3072.92,31,1046.93
2025-11-30,6209.94,55,2059.4
2025-12-01,4469.03,41,1045.62
2025-12-02,6387.82,54,1471.1
2025-12-03,5473.23,52,1759.79
2025-12-04,4366.84,37,1448.09
2025-12-05,6021.45,54,1561.7
2025-12-06,6055.31,49,1860.24
2025-12-07,4876.48,47,1453.36
2025-12-08,4292.49,35,1110.09
2025-12-09,6467.03,52,1552.4
2025-12-10,5969.65,46,1647.97
2025-12-11,4935.37,43,1257.59
2025-12-12,4179.57,34,931.12
2025-12-13,5178.78,45,1625.67
2025-12-14,6701.45,60,1673.25
2025-12-15,6664.14,54,2225.55
2025-12-16,6622.74,55,1664.76
2025-12-17,6070.74,58,1857.88
2025-12-18,6568.19,61,2247.21
2025-12-19,6182.58,53,1637.38
2025-12-20,6489.28,56,1485.52
2025-12-21,4966.87,52,1356.07
2025-12-22,6111.32,53,1392.18
2025-12-23,6298.53,56,2177.8
2025-12-24,3346.87,31,870.14
2025-12-25,5558.58,50,1843.39
2025-12-26,5307.06,50,1302.93
2025-12-27,5570.21,51,1340.61
2025-12-28,5528.11,49,1426.13
2025-12-29,5817.76,45,1597.34
2025-12-30,6375.2,52,2073.03
2025-12-31,5848.95,50,1869.26
